GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
samples/runtime,org.corfudb.security.tls,ReloadableTrustManager,75,77,2,2,14,25,2,7,0,7
samples/runtime,org.corfudb.security.tls,TlsUtils,73,118,1,5,15,24,2,5,1,3
samples/runtime,org.corfudb.security.tls,SslContextConstructor,82,80,3,5,15,21,4,4,1,3
samples/runtime,org.corfudb.security.tls,ReloadableTrustManagerFactory,2,18,0,0,2,4,2,2,2,2
samples/runtime,org.corfudb.security.sasl,SaslUtils,61,41,2,2,13,14,3,1,1,1
samples/runtime,org.corfudb.runtime.view.stream,StreamAddressSpace,46,222,8,16,8,48,10,19,3,14
samples/runtime,org.corfudb.runtime.view.stream,StreamSpliterator,5,35,0,2,2,11,1,5,1,4
samples/runtime,org.corfudb.runtime.view.stream,IStreamView.SearchDirection,9,69,0,0,0,7,2,4,2,4
samples/runtime,org.corfudb.runtime.view.stream,BackpointerStreamView,52,202,17,21,20,48,15,10,1,5
samples/runtime,org.corfudb.runtime.view.stream,AddressMapStreamView,40,543,4,68,8,108,5,46,1,14
samples/runtime,org.corfudb.runtime.view.stream,AbstractQueuedStreamView,252,1217,35,119,47,237,33,74,3,27
samples/runtime,org.corfudb.runtime.view.stream,AbstractStreamContext,26,55,1,3,3,19,3,9,2,8
samples/runtime,org.corfudb.runtime.view.stream,IStreamView,10,26,0,0,2,5,2,5,2,5
samples/runtime,org.corfudb.runtime.view.stream,AbstractContextStreamView,128,226,18,20,27,52,18,18,4,13
samples/runtime,org.corfudb.runtime.view.stream,AbstractQueuedStreamView.QueuedStreamContext,42,114,1,3,2,26,2,4,1,3
samples/runtime,org.corfudb.runtime.view.stream,ThreadSafeStreamView,37,79,2,2,9,19,5,14,4,13
samples/runtime,org.corfudb.runtime.view.stream,AbstractQueuedStreamView.StreamCheckpoint,234,147,31,3,3,26,25,15,9,14
samples/runtime,org.corfudb.runtime.object,CorfuCompileWrapperBuilder,3,75,2,6,1,20,3,3,1,1
samples/runtime,org.corfudb.runtime.object,StreamViewSMRAdapter,56,178,14,18,11,41,16,18,5,13
samples/runtime,org.corfudb.runtime.object,AbstractCorfuWrapper,0,15,0,0,0,5,0,4,0,4
samples/runtime,org.corfudb.runtime.object,CorfuCompileProxy,349,638,40,36,57,118,34,32,7,21
samples/runtime,org.corfudb.runtime.object,VersionLockedObject.VloMetricsHelper,8,58,0,0,2,8,2,4,2,4
samples/runtime,org.corfudb.runtime.object,VersionLockedObject.NullValue,9,19,0,0,0,2,2,2,2,2
samples/runtime,org.corfudb.runtime.object,VersionLockedObject,329,810,48,80,30,177,37,58,6,25
samples/runtime,org.corfudb.runtime.object,ISMRStream,6,0,0,0,1,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,QuotaExceededException,4,3,0,0,2,1,1,1,1,1
samples/runtime,org.corfudb.runtime.exceptions,RetryExhaustedException,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,ServerNotReadyException,0,3,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,FastObjectLoaderException,4,0,0,0,2,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,ValueAdoptedException,0,9,0,0,0,2,0,2,0,2
samples/runtime,org.corfudb.runtime.exceptions,StaleTokenException,19,0,0,0,4,0,2,0,2,0
samples/runtime,org.corfudb.runtime.exceptions,AbortCause,9,129,0,0,0,13,2,2,2,2
samples/runtime,org.corfudb.runtime.exceptions,TrimmedUpcallException,13,0,0,0,2,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,RecoveryException,4,0,0,0,2,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,UnreachableClusterException,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,DataOutrankedException,0,3,0,0,0,1,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,SerializerException,27,0,0,0,8,0,4,0,4,0
samples/runtime,org.corfudb.runtime.exceptions,LogUnitException,7,16,0,0,2,8,1,4,1,4
samples/runtime,org.corfudb.runtime.exceptions,AlreadyBootstrappedException,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,DataCorruptionException,11,12,0,0,4,6,2,3,2,3
samples/runtime,org.corfudb.runtime.exceptions,TransactionAbortedException,5,120,1,3,1,26,2,10,1,9
samples/runtime,org.corfudb.runtime.exceptions,WriteSizeException,17,0,0,0,2,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,WorkflowResultUnknownException,3,0,0,0,1,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,QuorumUnreachableException,0,27,0,0,0,6,0,3,0,3
samples/runtime,org.corfudb.runtime.exceptions,WrongClusterException,10,27,2,2,2,6,4,1,2,1
samples/runtime,org.corfudb.runtime.exceptions,WorkflowException,4,0,0,0,2,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,HoleFillRequiredException,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,WrongEpochException,0,19,0,0,0,4,0,2,0,2
samples/runtime,org.corfudb.runtime.exceptions,OutOfSpaceException,3,0,0,0,1,0,1,0,1,0
samples/runtime,org.corfudb.runtime.exceptions,OutrankedException,3,48,0,2,1,10,1,4,1,3
samples/runtime,org.corfudb.runtime.exceptions,LayoutModificationException,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,NoRollbackException,12,42,0,0,3,9,1,2,1,2
samples/runtime,org.corfudb.runtime.exceptions,NoBootstrapException,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,TrimmedException,8,39,0,0,2,10,2,5,2,5
samples/runtime,org.corfudb.runtime.exceptions,OverwriteException,0,9,0,0,0,4,0,2,0,2
samples/runtime,org.corfudb.runtime.exceptions,OverwriteCause,7,96,1,3,1,13,2,6,1,5
samples/runtime,org.corfudb.runtime.exceptions,AppendException,0,3,0,0,0,1,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions,NetworkException,23,19,0,0,4,3,2,1,2,1
samples/runtime,org.corfudb.runtime.exceptions.unrecoverable,SystemUnavailableError,0,4,0,0,0,2,0,1,0,1
samples/runtime,org.corfudb.runtime.exceptions.unrecoverable,UnrecoverableCorfuInterruptedError,0,13,0,0,0,6,0,2,0,2
samples/runtime,org.corfudb.runtime.exceptions.unrecoverable,UnrecoverableCorfuError,0,13,0,0,0,6,0,3,0,3
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextSaslServer.PlainTextSaslServerFactory,31,11,3,1,5,3,3,2,1,2
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextCallbackHandler,8,49,1,5,1,13,1,4,0,2
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextLoginModule,50,99,2,4,8,20,3,6,1,5
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextSaslServer,74,92,11,5,19,23,13,6,6,5
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextSaslNettyServer,0,58,0,4,0,19,0,5,0,3
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextSaslNettyClient,7,71,1,3,3,17,1,4,0,3
samples/runtime,org.corfudb.security.sasl.plaintext,PlainTextSaslServerProvider,0,18,0,0,0,6,0,2,0,2
samples/runtime,org.corfudb.protocols.logprotocol,LogEntry,26,70,0,0,4,20,2,10,2,10
samples/runtime,org.corfudb.protocols.logprotocol,SMREntry,53,210,1,3,1,55,2,17,1,16
samples/runtime,org.corfudb.protocols.logprotocol,CheckpointEntry.CheckpointDictKey,5,94,0,0,0,12,1,4,1,4
samples/runtime,org.corfudb.protocols.logprotocol,LogEntry.LogEntryType,5,83,0,0,0,7,1,4,1,4
samples/runtime,org.corfudb.protocols.logprotocol,MultiSMREntry,27,98,0,2,5,26,2,12,2,11
samples/runtime,org.corfudb.protocols.logprotocol,MultiObjectSMREntry,28,153,1,5,6,40,3,16,2,14
samples/runtime,org.corfudb.protocols.logprotocol,CheckpointEntry.CheckpointEntryType,5,61,0,0,0,9,1,4,1,4
samples/runtime,org.corfudb.protocols.logprotocol,CheckpointEntry,62,286,3,11,3,66,5,18,2,14
samples/runtime,org.corfudb.runtime.collections,ISMRMap,71,29,5,3,16,9,10,5,7,4
samples/runtime,org.corfudb.runtime.collections,CorfuTable.IndexRegistry,0,9,0,0,0,3,0,2,0,2
samples/runtime,org.corfudb.runtime.collections,CorfuQueue.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
samples/runtime,org.corfudb.runtime.collections,ISMRMap.UndoNullable,28,0,0,0,2,0,4,0,4,0
samples/runtime,org.corfudb.runtime.collections,CorfuTable.new TypeToken() {...},0,3,0,0,0,1,0,1,0,1
samples/runtime,org.corfudb.runtime.collections,CorfuTable.new TypeToken() {...},0,3,0,0,0,1,0,1,0,1
samples/runtime,org.corfudb.runtime.collections,CorfuQueue.CorfuRecordId,8,76,5,7,2,12,5,7,0,6
samples/runtime,org.corfudb.runtime.collections,CorfuQueue,99,162,8,8,19,40,14,8,8,6
samples/runtime,org.corfudb.runtime.collections,CorfuTable.UndoNullable,28,0,0,0,2,0,4,0,4,0
samples/runtime,org.corfudb.runtime.collections,CorfuQueue.CorfuQueueRecord,15,25,0,0,1,7,1,4,1,4
samples/runtime,org.corfudb.runtime.collections,SMRMap,198,126,35,9,55,30,26,13,6,11
samples/runtime,org.corfudb.runtime.collections,CorfuTable.Index,21,41,4,0,4,12,3,6,1,6
samples/runtime,org.corfudb.runtime.collections,FGMap.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
samples/runtime,org.corfudb.runtime.collections,CorfuTable.IndexRegistry.new CorfuTable.IndexRegistry() {...},2,5,0,0,1,2,1,2,1,2
samples/runtime,org.corfudb.runtime.collections,CorfuTable,375,470,44,26,97,106,44,41,19,31
samples/runtime,org.corfudb.runtime.collections,FGMap,102,149,0,0,29,37,12,12,12,12
samples/runtime,org.corfudb.runtime.clients,IClientRouter,5,5,0,0,2,1,1,1,1,1
samples/runtime,org.corfudb.runtime.clients,LogUnitClient,10,274,2,6,2,57,2,26,0,24
samples/runtime,org.corfudb.runtime.clients,BaseHandler,10,65,0,0,2,15,1,12,1,12
samples/runtime,org.corfudb.runtime.clients,IClient,5,12,0,0,1,4,1,3,1,3
samples/runtime,org.corfudb.runtime.clients,ManagementHandler,14,32,0,0,3,8,3,7,3,7
samples/runtime,org.corfudb.runtime.clients,SequencerHandler,7,31,0,0,1,8,1,7,1,7
samples/runtime,org.corfudb.runtime.clients,ManagementClient,54,126,0,0,10,24,4,9,4,9
samples/runtime,org.corfudb.runtime.clients,AbstractClient,15,33,0,0,4,9,2,5,2,5
samples/runtime,org.corfudb.runtime.clients,NettyClientRouter,337,554,19,31,83,139,36,31,21,21
samples/runtime,org.corfudb.runtime.clients,BaseClient,29,71,0,0,6,17,4,6,4,6
samples/runtime,org.corfudb.runtime.clients,LayoutClient,13,53,0,0,2,11,1,6,1,6
samples/runtime,org.corfudb.runtime.clients,NettyClientRouter.new ChannelInitializer() {...},18,159,1,5,3,19,1,4,0,2
